Major,Major Cluster,Major Subcluster,Academic Division,Degree Level,Graduation Year,Job Title,Job Function,Company,Industry Group,State
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2019,Community Outreach Specialist,Nonprofit & Social Services,University of St. Thomas,Education & Academia,TX
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2022,Auditor,Finance & Accounting,Mayo Clinic,Healthcare & Medical,MN
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2024,Scientist,Research & Science,Xcel Energy,Energy & Utilities,TX
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2020,Program Coordinator,Nonprofit & Social Services,Ryan Companies,Construction / Engineering / Real Estate,WA
Economics - Business,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,UX Designer,Design & Creative,Cargill,Retail & Consumer Products,NE
Public Health,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Specialist,Other,Best Buy,Retail & Consumer Products,CA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Supply Chain Coordinator,Operations & Supply Chain,Kraus-Anderson,Construction / Engineering / Real Estate,IA
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Business Analyst,Consulting & Advisory,Ameriprise Financial,Financial Services & Insurance,CA
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2024,Teacher,Education & Teaching,Abbott Laboratories,Healthcare & Medical,CA
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2019,Visual Designer,Design & Creative,Wayzata Public Schools,Education & Academia,CA
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Brand Manager,Marketing & Communications,General Mills,Retail & Consumer Products,NE
History,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2022,Community Outreach Specialist,Nonprofit & Social Services,Target (Tech),Technology & Software,OH
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Assistant Manager,Management & Leadership,General Mills,Retail & Consumer Products,OH
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Design Engineer,Engineering,EY,Financial Services & Insurance,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,PR Specialist,Marketing & Communications,Target (Tech),Technology & Software,SD
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Paralegal,Legal,CBRE Group,Construction / Engineering / Real Estate,MA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Program Manager,Management & Leadership,Deloitte,Professional Services & Consulting,IL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Tax Associate,Finance & Accounting,Grant Thornton,Professional Services & Consulting,IA
Chemistry,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Team Lead,Management & Leadership,US Bank,Financial Services & Insurance,ND
Operations Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Electrical Engineer,Engineering,Best Buy,Retail & Consumer Products,MN
Biochemistry,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,Research Scientist,Research & Science,Grant Thornton,Professional Services & Consulting,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Analytics Consultant,Data & Analytics,Allianz,Financial Services & Insurance,OH
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2024,Clinical Research Associate,Research & Science,Abbott Laboratories,Healthcare & Medical,ND
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Quantitative Analyst,Data & Analytics,AWS,Technology & Software,OH
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Team Lead,Management & Leadership,UnitedHealth Group,Healthcare & Medical,FL
Public Health,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2020,Mechanical Engineer,Engineering,Optum,Technology & Software,NE
Operations Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Visual Designer,Design & Creative,Land O'Lakes,Retail & Consumer Products,MA
Catholic Studies,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2024,UX Designer,Design & Creative,CBRE Group,Construction / Engineering / Real Estate,IA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,HR Coordinator,Human Resources,PwC,Professional Services & Consulting,SD
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Executive Assistant,Administrative & Support,Fairview,Healthcare & Medical,WI
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Mechanical Engineer,Engineering,Mortenson,Construction / Engineering / Real Estate,WA
Data Analytics,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Quantitative Analyst,Data & Analytics,Boston Consulting Group,Professional Services & Consulting,MN
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,IT Analyst,Software & IT,Optum,Healthcare & Medical,TX
Public Health,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Procurement Specialist,Operations & Supply Chain,Medtronic,Healthcare & Medical,MN
Elementary Education (K-6),EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2019,Assistant,Other,Accenture,Professional Services & Consulting,CO
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Case Manager,Nonprofit & Social Services,Intel,Technology & Software,MN
Acad Behavioral Strategist,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2022,Paralegal,Legal,Osseo Area Schools,Education & Academia,ND
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Case Manager,Nonprofit & Social Services,PwC,Professional Services & Consulting,NY
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Office Coordinator,Administrative & Support,Securian Financial,Financial Services & Insurance,MN
Public Health,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Specialist,Other,St. Paul Public Schools,Education & Academia,MN
Political Science,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2023,Visual Designer,Design & Creative,McKinsey,Professional Services & Consulting,ND
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Business Intelligence Analyst,Data & Analytics,UnitedHealth Group,Technology & Software,GA
International Business,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Clinical Research Coordinator,Healthcare & Clinical,EY,Professional Services & Consulting,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Real Estate Associate,Real Estate,Ryan Companies,Construction / Engineering / Real Estate,OH
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Software Engineer,Software & IT,Mortenson,Construction / Engineering / Real Estate,WI
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Real Estate Analyst,Real Estate,St. Paul Public Schools,Education & Academia,ND
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Business Intelligence Analyst,Data & Analytics,Intel,Technology & Software,MN
Operations Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Paralegal,Legal,Medtronic,Healthcare & Medical,WI
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Accountant,Finance & Accounting,KPMG,Professional Services & Consulting,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Project Manager,Management & Leadership,Wells Fargo,Financial Services & Insurance,ND
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Receptionist,Administrative & Support,Cargill,Retail & Consumer Products,FL
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,UX Designer,Design & Creative,Deloitte,Professional Services & Consulting,MA
Acad Behavioral Strategist,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2019,Compliance Analyst,Legal,Abbott Laboratories,Healthcare & Medical,MA
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Property Manager,Real Estate,General Mills,Retail & Consumer Products,MN
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,Sales Representative,Sales & Business Development,Cargill,Manufacturing & Industrial,WA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Sales Representative,Sales & Business Development,IBM,Technology & Software,FL
Catholic Studies,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2022,Education Coordinator,Education & Teaching,CBRE Group,Construction / Engineering / Real Estate,IA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Policy Analyst,Government & Public Service,3M,Technology & Software,WA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Contract Specialist,Legal,General Mills,Retail & Consumer Products,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Business Development Associate,Sales & Business Development,KPMG,Financial Services & Insurance,IA
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Project Engineer,Engineering,Mortenson,Construction / Engineering / Real Estate,WA
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Real Estate Associate,Real Estate,Great River Energy,Energy & Utilities,OH
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,Case Manager,Nonprofit & Social Services,Accenture,Technology & Software,FL
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Underwriter,Finance & Accounting,Deloitte,Professional Services & Consulting,ND
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Construction Manager,Construction & Trades,Medtronic,Healthcare & Medical,NE
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Real Estate Associate,Real Estate,Xcel Energy,Energy & Utilities,WI
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Coordinator,Other,Donaldson Company,Manufacturing & Industrial,MN
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2019,Community Outreach Specialist,Nonprofit & Social Services,Ryan Companies,Construction / Engineering / Real Estate,NE
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,DevOps Engineer,Software & IT,Target,Retail & Consumer Products,IA
Elementary Education (K-6),EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2024,Quantitative Analyst,Data & Analytics,Minneapolis Public Schools,Education & Academia,MN
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Brand Manager,Marketing & Communications,AWS,Technology & Software,NY
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Grant Writer,Nonprofit & Social Services,Google,Technology & Software,WI
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Government Affairs Specialist,Government & Public Service,Boston Consulting Group,Professional Services & Consulting,ND
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Underwriter,Finance & Accounting,Sleep Number,Retail & Consumer Products,WA
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Brand Manager,Marketing & Communications,Children's Minnesota,Healthcare & Medical,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Tutor,Education & Teaching,General Mills,Manufacturing & Industrial,TX
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2025,Clinical Research Coordinator,Healthcare & Clinical,Medtronic,Healthcare & Medical,IL
Catholic Studies,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2023,Teacher,Education & Teaching,Polaris,Manufacturing & Industrial,MN
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2021,PR Specialist,Marketing & Communications,Wayzata Public Schools,Education & Academia,MN
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,IT Analyst,Software & IT,UnitedHealth Group,Healthcare & Medical,MN
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Case Manager,Nonprofit & Social Services,CenterPoint Energy,Energy & Utilities,MN
Acad Behavioral Strategist,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2019,Teaching Assistant,Education & Teaching,KPMG,Professional Services & Consulting,CO
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Teacher,Education & Teaching,NextEra Energy,Energy & Utilities,CO
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2020,PR Specialist,Marketing & Communications,Fairview,Healthcare & Medical,SD
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2020,Health Coach,Healthcare & Clinical,Accenture,Technology & Software,MA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Mechanical Engineer,Engineering,Donaldson Company,Manufacturing & Industrial,TX
Theology,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2022,Government Affairs Specialist,Government & Public Service,Osseo Area Schools,Education & Academia,TX
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Project Engineer,Engineering,General Mills,Retail & Consumer Products,FL
Biochemistry,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Content Strategist,Marketing & Communications,CenterPoint Energy,Energy & Utilities,MA
Middle/Secondary Education,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2024,Education Coordinator,Education & Teaching,University of St. Thomas,Education & Academia,NE
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Financial Analyst,Finance & Accounting,Deloitte,Financial Services & Insurance,CO
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Account Executive,Sales & Business Development,General Mills,Retail & Consumer Products,GA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Associate,Other,KPMG,Financial Services & Insurance,GA
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Estimator,Construction & Trades,Kraus-Anderson,Construction / Engineering / Real Estate,CO
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Compliance Analyst,Legal,3M,Technology & Software,NE
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Policy Analyst,Government & Public Service,EY,Professional Services & Consulting,TX
Real Estate Studies,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Specialist,Other,Toro Company,Manufacturing & Industrial,MN
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2020,Accountant,Finance & Accounting,Medtronic,Healthcare & Medical,MA
Digital Media Arts,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2020,Inspector,Construction & Trades,CBRE Group,Construction / Engineering / Real Estate,CO
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2025,Research Assistant,Research & Science,Ameriprise Financial,Financial Services & Insurance,NE
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,HR Coordinator,Human Resources,Kraus-Anderson,Construction / Engineering / Real Estate,CA
Economics - Business,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Electrical Engineer,Engineering,Wayzata Public Schools,Education & Academia,NE
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Financial Analyst,Finance & Accounting,Optum,Healthcare & Medical,MA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Social Media Manager,Marketing & Communications,Target,Retail & Consumer Products,MA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Design Engineer,Engineering,Cargill,Manufacturing & Industrial,IL
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Underwriter,Finance & Accounting,General Mills,Retail & Consumer Products,MA
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,Financial Analyst,Finance & Accounting,EY,Professional Services & Consulting,MA
Journalism,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2020,Team Lead,Management & Leadership,Fastenal,Retail & Consumer Products,TX
Acad Behavioral Strategist,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2022,Teacher,Education & Teaching,City of Minneapolis,Government & Public Service,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Tax Associate,Finance & Accounting,Allianz,Financial Services & Insurance,TX
Computer Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Systems Administrator,Software & IT,AWS,Technology & Software,WA
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,Grant Writer,Nonprofit & Social Services,Intel,Technology & Software,FL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Sales Representative,Sales & Business Development,Ameriprise Financial,Financial Services & Insurance,GA
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Program Manager,Management & Leadership,Minneapolis Public Schools,Education & Academia,ND
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Health Coach,Healthcare & Clinical,PwC,Financial Services & Insurance,ND
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Assistant Manager,Management & Leadership,CBRE Group,Construction / Engineering / Real Estate,MN
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Teaching Assistant,Education & Teaching,Microsoft,Technology & Software,FL
Middle/Secondary Education,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2023,Social Worker,Nonprofit & Social Services,Ameriprise Financial,Financial Services & Insurance,OH
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Web Developer,Software & IT,UnitedHealth Group,Technology & Software,SD
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Teaching Assistant,Education & Teaching,Fairview,Healthcare & Medical,IL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Financial Analyst,Finance & Accounting,Wells Fargo,Financial Services & Insurance,MN
Physics,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Underwriter,Finance & Accounting,Fairview,Healthcare & Medical,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Account Manager,Sales & Business Development,Intel,Technology & Software,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Social Media Manager,Marketing & Communications,Best Buy,Retail & Consumer Products,FL
Computer Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Administrative Assistant,Administrative & Support,Ryan Companies,Construction / Engineering / Real Estate,MN
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Sales Representative,Sales & Business Development,3M,Manufacturing & Industrial,CA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Team Lead,Management & Leadership,Best Buy,Retail & Consumer Products,SD
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2020,HR Coordinator,Human Resources,CenterPoint Energy,Energy & Utilities,FL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Social Media Manager,Marketing & Communications,PwC,Financial Services & Insurance,SD
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Estimator,Construction & Trades,Mayo Clinic,Healthcare & Medical,CO
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Program Manager,Management & Leadership,EY,Professional Services & Consulting,OH
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2025,Brand Manager,Marketing & Communications,Accenture,Professional Services & Consulting,TX
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Benefits Analyst,Human Resources,Cargill,Manufacturing & Industrial,IA
Journalism,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2025,Research Assistant,Research & Science,Cargill,Retail & Consumer Products,OH
Acad Behavioral Strategist,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2021,Education Coordinator,Education & Teaching,University of St. Thomas,Education & Academia,NE
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Auditor,Finance & Accounting,University of St. Thomas,Education & Academia,MA
Human Resources Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Tax Associate,Finance & Accounting,Ryan Companies,Construction / Engineering / Real Estate,MN
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Operations Analyst,Operations & Supply Chain,Toro Company,Manufacturing & Industrial,CO
Computer Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Data Scientist,Data & Analytics,General Mills,Manufacturing & Industrial,GA
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2020,Education Coordinator,Education & Teaching,AmeriCorps,Government & Public Service,GA
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Logistics Manager,Operations & Supply Chain,Ameriprise Financial,Financial Services & Insurance,CO
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Physical Therapist,Healthcare & Clinical,Google,Technology & Software,MN
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Quantitative Analyst,Data & Analytics,3M,Manufacturing & Industrial,CA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Policy Analyst,Government & Public Service,Microsoft,Technology & Software,NY
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2020,Grant Writer,Nonprofit & Social Services,State of Minnesota,Government & Public Service,IA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Content Strategist,Marketing & Communications,Donaldson Company,Manufacturing & Industrial,IA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Office Coordinator,Administrative & Support,Land O'Lakes,Retail & Consumer Products,NE
Acad Behavioral Strategist,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2022,Coordinator,Other,Accenture,Professional Services & Consulting,MN
Digital Media Arts,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2022,Public Administrator,Government & Public Service,Cargill,Retail & Consumer Products,IL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Accountant,Finance & Accounting,Medtronic,Healthcare & Medical,ND
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Business Intelligence Analyst,Data & Analytics,Allina Health,Healthcare & Medical,OH
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Business Development Associate,Sales & Business Development,Securian Financial,Financial Services & Insurance,FL
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Account Manager,Sales & Business Development,CBRE Group,Construction / Engineering / Real Estate,CO
Music - Business,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2019,Scientist,Research & Science,St. Paul Public Schools,Education & Academia,MN
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,Teaching Assistant,Education & Teaching,Toro Company,Manufacturing & Industrial,IL
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Leasing Agent,Real Estate,AWS,Technology & Software,OH
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Accountant,Finance & Accounting,Donaldson Company,Manufacturing & Industrial,FL
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Account Manager,Sales & Business Development,Allina Health,Healthcare & Medical,MA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Business Analyst,Consulting & Advisory,PwC,Professional Services & Consulting,FL
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Data Analyst,Data & Analytics,Children's Minnesota,Healthcare & Medical,GA
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Inside Sales Rep,Sales & Business Development,Accenture,Technology & Software,MA
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,PR Specialist,Marketing & Communications,Grant Thornton,Professional Services & Consulting,MA
Theology,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2023,Underwriter,Finance & Accounting,General Mills,Retail & Consumer Products,OH
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Lab Technician,Research & Science,Target (Tech),Technology & Software,MN
Human Resources Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,DevOps Engineer,Software & IT,Allianz,Financial Services & Insurance,CO
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,DevOps Engineer,Software & IT,AmeriCorps,Government & Public Service,MN
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,IT Analyst,Software & IT,Ryan Companies,Construction / Engineering / Real Estate,MN
Nursing,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Supply Chain Coordinator,Operations & Supply Chain,RBC Wealth Management,Financial Services & Insurance,WI
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Electrical Engineer,Engineering,Intel,Technology & Software,MN
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Sales Representative,Sales & Business Development,3M,Manufacturing & Industrial,CO
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Assistant Manager,Management & Leadership,Best Buy,Retail & Consumer Products,NY
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2020,Teacher,Education & Teaching,Peace Corps,Government & Public Service,NY
International Business,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Scientist,Research & Science,General Mills,Retail & Consumer Products,NY
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Data Scientist,Data & Analytics,Kraus-Anderson,Construction / Engineering / Real Estate,MN
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,IT Analyst,Software & IT,Target (Tech),Technology & Software,IL
Computer Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,HR Coordinator,Human Resources,Intel,Technology & Software,FL
